,Age,Occupation,Race,Sex,HoursPerWeek,EducationNum
2740,38, Exec-managerial, White, Male,40,13
2741,47, Other-service, White, Male,40,9
2742,42, Other-service, Black, Male,35,9
2743,30, Adm-clerical, White, Male,40,9
2744,43, Sales, White, Male,40,10
2745,34, Machine-op-inspct, Black, Male,40,9
2746,57, Exec-managerial, White, Female,10,10
2747,46, Machine-op-inspct, White, Male,40,7
2748,32, Transport-moving, White, Male,55,10
2749,20, Machine-op-inspct, White, Female,11,5
2750,47, Sales, White, Male,50,11
2751,55, ?, White, Male,20,9
2752,53, Exec-managerial, White, Male,50,4
2753,43, Sales, White, Male,65,13
2754,80, Farming-fishing, White, Male,30,4
2755,24, Other-service, White, Female,40,10
2756,43, Exec-managerial, White, Male,60,14
2757,22, Handlers-cleaners, White, Male,40,9
2758,40, Exec-managerial, Black, Male,40,10
2759,48, Exec-managerial, White, Male,50,9
2760,56, ?, White, Male,25,9
2761,34, ?, White, Male,84,7
2762,51, Craft-repair, White, Male,45,9
2763,24, Adm-clerical, White, Female,40,9
2764,19, Other-service, White, Female,40,9
2765,34, Adm-clerical, White, Female,30,10
2766,24, Craft-repair, White, Male,40,9
2767,41, Transport-moving, White, Male,48,13
2768,24, Sales, White, Female,38,9
2769,22, Protective-serv, White, Male,40,10
2770,32, Adm-clerical, White, Female,40,10
2771,41, Exec-managerial, White, Female,55,13
2772,20, Other-service, White, Male,35,10
2773,31, Other-service, Black, Male,40,9
2774,55, Tech-support, White, Male,18,13
2775,49, Prof-specialty, Black, Male,60,16
2776,26, Sales, White, Male,40,13
2777,27, Transport-moving, White, Male,70,9
2778,35, Adm-clerical, White, Female,40,9
2779,40, Other-service, White, Male,60,9
2780,59, Prof-specialty, White, Male,34,10
2781,61, Sales, White, Male,45,10
2782,31, Sales, Black, Female,40,9
2783,43, Protective-serv, White, Male,60,14
2784,61, Handlers-cleaners, Black, Male,40,3
2785,54, Adm-clerical, White, Female,30,12
2786,30, Sales, White, Male,50,10
2787,20, Sales, White, Female,50,10
2788,27, Prof-specialty, White, Female,50,14
2789,44, Machine-op-inspct, White, Male,60,10
2790,64, Adm-clerical, White, Female,40,10
2791,55, Adm-clerical, White, Female,40,9
2792,34, Craft-repair, White, Male,55,9
2793,61, Sales, White, Female,35,9
2794,28, Prof-specialty, White, Male,40,13
2795,34, Machine-op-inspct, Black, Female,40,9
2796,47, Prof-specialty, White, Male,60,15
2797,26, Adm-clerical, White, Male,45,13
2798,35, Other-service, Amer-Indian-Eskimo, Male,40,7
2799,36, Prof-specialty, White, Male,38,13
2800,47, Prof-specialty, White, Male,40,13
2801,17, Other-service, Black, Female,25,7
2802,35, Prof-specialty, White, Male,60,10
2803,33, Prof-specialty, White, Male,20,14
2804,25, Adm-clerical, White, Female,40,12
2805,18, Sales, White, Male,10,6
2806,47, Prof-specialty, White, Male,38,14
2807,44, Other-service, Black, Female,30,9
2808,41, Other-service, White, Female,30,9
2809,30, Adm-clerical, White, Female,40,13
2810,53, Farming-fishing, White, Male,50,10
2811,53, Other-service, Black, Female,20,9
2812,40, Sales, White, Female,20,9
2813,24, Adm-clerical, White, Male,24,10
2814,27, Sales, White, Male,40,13
2815,50, Transport-moving, White, Male,37,3
2816,36, Craft-repair, White, Male,50,7
2817,41, Machine-op-inspct, White, Male,40,2
2818,41, Prof-specialty, White, Female,40,14
2819,31, Other-service, White, Female,40,9
2820,32, Exec-managerial, White, Male,40,13
2821,22, Machine-op-inspct, White, Male,48,10
2822,22, Craft-repair, White, Male,40,6
2823,18, Prof-specialty, White, Male,30,8
2824,39, Prof-specialty, Black, Male,30,13
2825,38, Exec-managerial, White, Female,55,9
2826,35, Craft-repair, White, Male,40,9
2827,23, Machine-op-inspct, White, Male,40,10
2828,54, Exec-managerial, White, Male,40,13
2829,36, Prof-specialty, White, Male,60,14
2830,63, Exec-managerial, White, Male,55,9
2831,39, Exec-managerial, White, Male,48,10
2832,57, Sales, White, Male,60,10
2833,58, Prof-specialty, White, Male,50,15
2834,29, Adm-clerical, Asian-Pac-Islander, Female,40,13
2835,17, Sales, White, Female,20,7
2836,40, Craft-repair, White, Male,40,9
2837,69, Other-service, White, Female,15,10
2838,28, Sales, White, Female,40,6
2839,38, Craft-repair, White, Male,40,5
2840,44, Prof-specialty, White, Male,40,15
2841,45, Prof-specialty, Black, Female,40,15
2842,33, Adm-clerical, Black, Male,40,13
2843,41, Other-service, White, Male,40,10
2844,37, Sales, White, Male,60,9
2845,50, Sales, White, Male,45,10
2846,48, Prof-specialty, White, Male,50,13
2847,26, ?, Black, Female,40,9
2848,36, Exec-managerial, White, Male,60,10
2849,21, Other-service, White, Female,37,10
2850,37, Farming-fishing, White, Male,40,12
2851,20, Prof-specialty, White, Female,20,10
2852,54, Sales, White, Female,30,9
2853,28, Sales, White, Female,40,9
2854,27, Prof-specialty, White, Male,40,10
2855,33, Other-service, Black, Female,40,11
2856,46, ?, White, Male,40,9
2857,28, ?, White, Female,58,7
2858,17, ?, White, Male,40,6
2859,40, Prof-specialty, White, Male,45,15
2860,47, Sales, White, Male,40,14
2861,44, Machine-op-inspct, White, Female,40,2
2862,25, Handlers-cleaners, White, Male,43,8
2863,35, Prof-specialty, White, Male,55,13
2864,29, Sales, White, Female,25,10
2865,30, Machine-op-inspct, White, Male,40,9
2866,30, Handlers-cleaners, White, Male,40,10
2867,56, Other-service, White, Female,40,4
2868,25, Prof-specialty, White, Male,30,13
2869,28, Handlers-cleaners, Black, Male,40,9
2870,43, Craft-repair, White, Male,40,5
2871,47, Protective-serv, White, Male,60,9
2872,46, Craft-repair, White, Male,40,13
2873,41, Prof-specialty, White, Female,35,14
2874,38, Adm-clerical, White, Female,33,12
2875,29, Protective-serv, Black, Male,40,9
2876,25, Craft-repair, White, Male,40,3
2877,56, Craft-repair, White, Male,45,7
2878,31, Handlers-cleaners, White, Male,40,4
2879,22, Other-service, White, Male,40,7
2880,31, Handlers-cleaners, White, Male,40,9
2881,28, Adm-clerical, White, Female,40,10
2882,53, Exec-managerial, Black, Male,40,13
2883,45, Exec-managerial, White, Female,50,14
2884,71, Craft-repair, Black, Male,10,1
2885,65, ?, White, Female,40,9
2886,39, Craft-repair, White, Male,50,9
2887,19, Sales, White, Female,40,9
2888,34, Prof-specialty, White, Female,40,13
2889,36, Adm-clerical, White, Male,45,9
2890,40, Other-service, White, Female,40,9
2891,90, Adm-clerical, White, Female,40,10
2892,56, Exec-managerial, White, Male,16,15
2893,21, Prof-specialty, White, Female,40,9
2894,48, Exec-managerial, White, Male,45,13
2895,45, Adm-clerical, White, Female,27,10
2896,46, Machine-op-inspct, White, Male,40,9
2897,64, Other-service, White, Female,35,6
2898,29, Prof-specialty, Asian-Pac-Islander, Male,40,14
2899,22, Tech-support, White, Female,30,9
2900,47, Transport-moving, White, Male,48,9
2901,67, Exec-managerial, White, Male,75,13
2902,43, Handlers-cleaners, White, Male,40,9
2903,42, Sales, White, Male,40,10
2904,31, Other-service, White, Male,50,10
2905,53, Other-service, White, Female,40,7
2906,81, Priv-house-serv, Black, Female,5,5
2907,33, Adm-clerical, White, Female,40,9
2908,17, Other-service, White, Female,8,8
2909,55, Exec-managerial, White, Male,50,15
2910,28, Handlers-cleaners, White, Male,30,9
2911,24, Sales, White, Female,40,10
2912,40, Adm-clerical, White, Female,45,9
2913,30, Adm-clerical, White, Female,40,14
2914,24, Machine-op-inspct, White, Female,40,7
2915,26, Sales, White, Female,40,14
2916,38, Sales, White, Female,38,10
2917,30, Tech-support, White, Male,40,9
2918,33, Exec-managerial, White, Male,50,13
2919,40, Sales, White, Male,60,9
2920,63, Farming-fishing, White, Male,98,9
2921,23, Craft-repair, White, Male,36,4
2922,56, Craft-repair, Black, Male,40,9
2923,42, Exec-managerial, White, Male,60,11
2924,40, Craft-repair, White, Male,40,9
2925,49, Sales, White, Female,40,12
2926,35, Craft-repair, Asian-Pac-Islander, Male,40,9
2927,52, Machine-op-inspct, Black, Female,35,9
2928,28, Adm-clerical, White, Female,40,13
2929,35, Transport-moving, White, Male,70,6
2930,21, ?, White, Female,5,10
2931,43, Craft-repair, White, Male,35,9
2932,32, ?, White, Female,2,11
2933,29, Prof-specialty, White, Male,50,15
2934,23, Machine-op-inspct, White, Male,25,13
2935,50, Adm-clerical, White, Male,48,10
2936,34, Other-service, Black, Male,40,10
2937,19, Other-service, White, Male,40,9
2938,47, Machine-op-inspct, Black, Female,40,7
2939,37, Farming-fishing, White, Male,40,10
2940,25, Sales, Black, Female,35,9
2941,75, Exec-managerial, White, Male,35,10
2942,24, Craft-repair, White, Male,40,9
2943,28, Tech-support, Asian-Pac-Islander, Male,20,13
2944,17, Other-service, White, Female,16,7
2945,31, Craft-repair, Black, Male,40,9
2946,31, Other-service, White, Female,35,1
2947,18, ?, White, Male,10,9
2948,45, Prof-specialty, White, Male,55,13
2949,31, Craft-repair, White, Male,42,9
2950,27, Prof-specialty, White, Male,42,13
2951,48, Exec-managerial, Black, Female,38,10
2952,22, ?, White, Female,22,9
2953,34, Protective-serv, Black, Male,30,13
2954,26, Machine-op-inspct, Black, Female,40,9
2955,53, Prof-specialty, White, Male,40,10
2956,60, Exec-managerial, White, Male,35,13
2957,49, Prof-specialty, White, Female,50,14
2958,40, Exec-managerial, White, Female,40,10
2959,48, Farming-fishing, White, Male,80,6
2960,23, Prof-specialty, White, Male,50,13
2961,68, ?, Black, Male,10,4
2962,42, Prof-specialty, White, Male,40,11
2963,37, Farming-fishing, White, Male,85,9
2964,27, Craft-repair, White, Female,45,9
2965,38, Exec-managerial, White, Male,44,10
2966,27, Craft-repair, White, Male,35,9
2967,75, Adm-clerical, White, Female,40,9
2968,49, Sales, White, Male,52,13
2969,27, Sales, White, Male,20,10
2970,36, Farming-fishing, White, Male,50,13
2971,36, Prof-specialty, White, Male,45,13
2972,35, Handlers-cleaners, White, Male,35,9
2973,36, Sales, White, Male,40,9
2974,53, Craft-repair, Black, Male,40,7
2975,27, Adm-clerical, Black, Female,40,10
2976,34, Craft-repair, White, Male,35,9
2977,61, Sales, White, Male,44,10
2978,29, Machine-op-inspct, White, Male,56,9
2979,40, Adm-clerical, Black, Female,35,10
2980,37, Exec-managerial, White, Male,40,14
2981,22, Handlers-cleaners, White, Male,30,5
2982,43, Exec-managerial, White, Male,40,10
2983,55, Farming-fishing, White, Male,30,9
2984,28, Adm-clerical, White, Female,40,10
2985,23, Other-service, White, Female,30,13
2986,64, Craft-repair, Black, Male,40,7
2987,46, Handlers-cleaners, White, Male,40,10
2988,29, Craft-repair, White, Male,40,10
2989,44, Exec-managerial, Asian-Pac-Islander, Male,48,14
2990,20, Prof-specialty, White, Male,25,10
2991,62, Sales, White, Male,40,10
2992,49, Exec-managerial, White, Female,35,11
2993,29, Farming-fishing, Amer-Indian-Eskimo, Female,40,6
2994,35, Sales, White, Male,60,13
2995,39, Transport-moving, White, Male,30,7
2996,39, Exec-managerial, White, Male,45,13
2997,37, Machine-op-inspct, White, Female,32,9
2998,38, Handlers-cleaners, White, Male,30,9
2999,72, ?, White, Male,8,9
3000,31, Machine-op-inspct, White, Male,40,4
3001,55, Craft-repair, White, Male,60,4
3002,38, Other-service, White, Female,40,10
3003,33, Sales, White, Female,25,10
3004,25, Adm-clerical, White, Female,40,12
3005,19, ?, White, Male,30,10
3006,37, Tech-support, White, Female,52,11
3007,49, Tech-support, White, Male,35,10
3008,26, Craft-repair, White, Male,40,9
3009,35, Craft-repair, White, Male,43,9
3010,44, Sales, White, Female,60,9
3011,37, Exec-managerial, White, Male,45,14
3012,42, Prof-specialty, White, Male,45,13
3013,64, Prof-specialty, White, Female,40,16
3014,28, Handlers-cleaners, White, Male,40,9
3015,35, Exec-managerial, White, Male,50,9
3016,40, Adm-clerical, White, Male,40,13
3017,55, Prof-specialty, White, Male,40,13
3018,21, Farming-fishing, White, Male,65,9
3019,49, Exec-managerial, Black, Female,40,10
3020,51, Prof-specialty, White, Male,40,16
3021,57, Craft-repair, Asian-Pac-Islander, Male,40,15
3022,51, Craft-repair, White, Male,40,13
3023,38, Craft-repair, Black, Male,40,6
3024,24, Sales, White, Female,32,9
3025,45, Craft-repair, White, Male,40,9
3026,28, Machine-op-inspct, White, Male,45,9
3027,42, Prof-specialty, White, Male,60,15
3028,22, Other-service, White, Male,40,10
3029,28, Exec-managerial, White, Male,40,14
3030,60, Machine-op-inspct, White, Female,40,9
3031,31, Machine-op-inspct, White, Female,40,9
3032,47, Craft-repair, White, Male,75,10
3033,40, ?, White, Male,25,9
3034,30, Adm-clerical, White, Male,60,9
3035,61, Sales, White, Male,60,14
3036,71, Prof-specialty, White, Female,6,13
3037,42, Adm-clerical, White, Female,40,9
3038,44, Craft-repair, White, Male,55,8
3039,46, Sales, White, Male,60,10
3040,50, Exec-managerial, Black, Female,52,15
3041,27, Prof-specialty, White, Male,9,13
3042,40, ?, White, Male,15,11
3043,21, Adm-clerical, White, Female,40,10
3044,25, Handlers-cleaners, White, Male,35,9
3045,61, Transport-moving, White, Male,56,3
3046,54, Adm-clerical, White, Male,30,10
3047,31, Sales, White, Male,40,13
3048,53, Farming-fishing, White, Male,30,10
3049,39, Exec-managerial, White, Male,55,12
3050,57, Transport-moving, White, Male,50,15
3051,48, Sales, White, Female,44,13
3052,30, Transport-moving, White, Male,56,10
3053,35, Handlers-cleaners, White, Male,60,9
3054,42, Exec-managerial, White, Male,50,9
3055,34, Machine-op-inspct, White, Male,40,9
3056,59, Sales, White, Male,40,9
3057,69, Exec-managerial, White, Male,20,6
3058,29, Adm-clerical, White, Female,40,10
3059,40, Transport-moving, White, Male,40,9
3060,21, Other-service, White, Male,15,10
3061,40, Prof-specialty, White, Female,40,12
3062,43, Craft-repair, White, Male,40,10
3063,36, Handlers-cleaners, White, Male,40,9
3064,41, Prof-specialty, Asian-Pac-Islander, Male,40,9
3065,72, ?, White, Male,30,9
3066,20, Transport-moving, White, Male,30,10
3067,41, Adm-clerical, White, Female,40,13
3068,34, Exec-managerial, White, Male,50,10
3069,48, Other-service, Black, Female,40,7
3070,27, Exec-managerial, White, Female,40,9
3071,35, Exec-managerial, White, Male,60,10
3072,28, ?, Black, Male,40,9
3073,27, Craft-repair, Black, Male,40,9
3074,20, Sales, White, Male,40,10
3075,18, Sales, White, Female,15,10
3076,32, Sales, White, Male,40,13
3077,38, Exec-managerial, White, Male,60,14
3078,23, Other-service, White, Male,40,10
3079,28, Exec-managerial, White, Male,45,13
3080,40, Prof-specialty, White, Male,38,15
3081,35, Machine-op-inspct, White, Female,40,9
3082,74, Exec-managerial, White, Male,40,10
3083,28, Craft-repair, White, Male,40,9
3084,23, Handlers-cleaners, White, Male,30,10
3085,20, Farming-fishing, White, Male,10,10
3086,44, Machine-op-inspct, Black, Female,56,9
3087,46, Adm-clerical, White, Female,25,9
3088,20, ?, White, Male,40,10
3089,51, Sales, White, Male,50,13
3090,40, Adm-clerical, White, Female,40,10
3091,48, Tech-support, White, Male,40,15
3092,60, Farming-fishing, White, Male,84,5
3093,48, Exec-managerial, White, Male,40,13
3094,46, Prof-specialty, White, Female,70,13
3095,48, Exec-managerial, White, Male,40,13
3096,22, ?, Black, Female,35,9
3097,24, Prof-specialty, White, Female,40,13
3098,45, Prof-specialty, White, Female,40,10
3099,18, Sales, White, Female,35,8
3100,39, Machine-op-inspct, White, Male,40,9
3101,65, Farming-fishing, White, Male,65,9
3102,22, Machine-op-inspct, White, Female,40,10
3103,20, Other-service, White, Female,20,10
3104,28, Sales, White, Male,40,10
3105,46, Prof-specialty, White, Male,50,15
3106,42, Exec-managerial, White, Male,48,13
3107,61, Prof-specialty, White, Male,40,16
3108,28, Exec-managerial, White, Male,50,10
3109,18, Sales, White, Female,20,10
3110,24, Prof-specialty, Asian-Pac-Islander, Male,40,13
3111,45, Prof-specialty, White, Male,56,16
3112,24, Adm-clerical, White, Male,40,9
3113,44, Exec-managerial, White, Male,50,13
3114,20, Other-service, White, Male,30,10
3115,35, Tech-support, White, Male,55,10
3116,52, Sales, White, Male,60,13
3117,25, Farming-fishing, White, Male,45,12
3118,19, Farming-fishing, White, Male,36,3
3119,35, ?, White, Male,20,13
3120,54, Adm-clerical, White, Female,40,10
3121,21, Craft-repair, White, Male,40,10
3122,26, Adm-clerical, White, Female,40,9
3123,42, Adm-clerical, White, Female,40,11
3124,19, Adm-clerical, White, Female,40,10
3125,55, Exec-managerial, White, Male,50,14
3126,44, Adm-clerical, White, Male,40,9
3127,25, Exec-managerial, White, Male,55,13
3128,26, Machine-op-inspct, White, Male,40,10
3129,64, Prof-specialty, White, Female,40,12
3130,41, Other-service, Other, Female,40,7
3131,25, ?, Black, Male,40,10
3132,43, Transport-moving, White, Male,40,10
3133,45, Craft-repair, White, Male,48,9
3134,48, Prof-specialty, White, Male,44,13
3135,60, Transport-moving, White, Male,40,9
3136,45, Farming-fishing, White, Male,50,10
3137,51, Sales, White, Male,40,6
3138,37, Adm-clerical, White, Female,40,9
3139,22, Adm-clerical, White, Male,30,10
3140,44, Craft-repair, White, Male,65,9
3141,27, Craft-repair, White, Male,50,9
3142,47, Craft-repair, White, Male,40,9
3143,32, Exec-managerial, Black, Male,40,14
3144,40, Exec-managerial, White, Male,50,13
3145,41, Sales, White, Male,40,9
3146,32, ?, White, Female,40,6
3147,26, Prof-specialty, White, Female,40,13
3148,47, Exec-managerial, Asian-Pac-Islander, Male,40,10
3149,55, Exec-managerial, White, Male,45,9
3150,38, Handlers-cleaners, White, Male,40,9
3151,24, Prof-specialty, White, Male,15,13
3152,64, Exec-managerial, White, Male,25,16
3153,56, Prof-specialty, White, Male,40,13
3154,41, Sales, White, Male,49,9
3155,33, Sales, White, Male,45,9
3156,33, Prof-specialty, White, Male,42,15
3157,21, Other-service, White, Male,40,10
3158,59, Craft-repair, Black, Male,40,9
3159,58, Exec-managerial, White, Male,40,11
3160,43, Prof-specialty, White, Male,40,14
3161,21, Craft-repair, Black, Male,40,9
3162,45, Machine-op-inspct, White, Male,40,9
3163,53, Exec-managerial, White, Female,50,9
3164,41, Adm-clerical, White, Male,50,15
3165,27, Exec-managerial, White, Female,40,6
3166,53, Craft-repair, White, Male,50,10
3167,38, Prof-specialty, White, Male,35,14
3168,31, Exec-managerial, White, Male,70,13
3169,41, Transport-moving, White, Male,35,9
3170,22, Adm-clerical, White, Female,40,10
